"","Line0000Point0000.Raw","Line0000Point0000.Defl","Line0000Point0000.Amp","Line0000Point0000.Phase","Line0000Point0000.Phas2","Line0000Point0000.Freq","Line0000Point0000.ZSnsr","Line0000Point0000.Bias"
"1",-3.98910515286843e-06,2.9436433290897e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.98947167923325e-06,NA
"2",-3.98667043555179e-06,2.903053797354e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.98663996747928e-06,NA
"3",-3.98365045839455e-06,2.89257640062601e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.98384918298689e-06,NA
"4",-3.980985184171e-06,2.89975377043561e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.98110751120839e-06,NA
"5",-3.97855546907522e-06,2.87805668186536e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.97840267396532e-06,NA
"6",-3.97579560740269e-06,2.88350165966733e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.97571329813218e-06,NA
"7",-3.97302346755168e-06,2.90503376909612e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.97302392229903e-06,NA
"8",-3.97013491237885e-06,2.89554646926149e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.97032908949768e-06,NA
"9",-3.9678493521933e-06,2.86922929859657e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.9676215237705e-06,NA
"10",-3.96488940168638e-06,2.8897715331766e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.96489349441254e-06,NA
"11",-3.9622086660529e-06,2.90371371391984e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.96214272768702e-06,NA
"12",-3.95939605368767e-06,2.90033130845302e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.95937968278304e-06,NA
"13",-3.95666575059295e-06,2.88028401129736e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.95662300434196e-06,NA
"14",-3.95358529203804e-06,2.88680146454112e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.95389361074194e-06,NA
"15",-3.95137067243923e-06,2.90255885992963e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.9512051444035e-06,NA
"16",-3.94836160921841e-06,2.87384915864664e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.94855624108459e-06,NA
"17",-3.94594235331169e-06,2.88407897564014e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.94593553210143e-06,NA
"18",-3.94332346331794e-06,2.86642420910255e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.94332209907589e-06,NA
"19",-3.9408691918652e-06,2.86411427907751e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.94069047615631e-06,NA
"20",-3.93810478271917e-06,2.8842439547816e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.93802156395395e-06,NA
"21",-3.93536492993007e-06,2.86774426427883e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.93531581721618e-06,NA
"22",-3.93249820263009e-06,2.82071987989241e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.93258687836351e-06,NA
"23",-3.92965284845559e-06,2.83193979377927e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.92985202779528e-06,NA
"24",-3.92713172914227e-06,2.85446200010142e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.9271176319744e-06,NA
"25",-3.92451602237998e-06,2.85149193146594e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.92437277696445e-06,NA
"26",-3.92180436392664e-06,2.86163936991102e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.92160836781841e-06,NA
"27",-3.9187084439618e-06,2.85182188974886e-09,5.79109295240077e-11,56.1126480102539,57.9253921508789,1787871.75,-3.91882986150449e-06,NA
