"","Line0000Point0001.Raw","Line0000Point0001.Defl","Line0000Point0001.Amp","Line0000Point0001.Phase","Line0000Point0001.Phas2","Line0000Point0001.Freq","Line0000Point0001.ZSnsr","Line0000Point0001.Bias"
"1",-3.51471931026026e-06,3.19443982377265e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.51696189682116e-06,NA
"2",-3.51456446878728e-06,3.20219473159966e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.51502762896416e-06,NA
"3",-3.51308608514955e-06,3.16771031627638e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.51316111846245e-06,NA
"4",-3.51146832144877e-06,3.15583048582369e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.51136418430542e-06,NA
"5",-3.50982577401737e-06,3.1719176174505e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.50959248862637e-06,NA
"6",-3.50776326740743e-06,3.17208259659196e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.50781078850559e-06,NA
"7",-3.5060959362454e-06,3.15319037547113e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.50600248566479e-06,NA
"8",-3.50405821336608e-06,3.13809311869306e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.50416371475148e-06,NA
"9",-3.5024681892537e-06,3.14824055713814e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.50229402101832e-06,NA
"10",-3.50022742168221e-06,3.18041504243638e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.50039567820204e-06,NA
"11",-3.49880178873718e-06,3.16828785429379e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.4984757348866e-06,NA
"12",-3.49624042428331e-06,3.14032067016967e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.49654737874516e-06,NA
"13",-3.49471247318434e-06,3.17926018844616e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.4946276628034e-06,NA
"14",-3.49265155819012e-06,3.16020276613926e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.49272863786609e-06,NA
"15",-3.49082756656571e-06,3.1768676578281e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.49085371453839e-06,NA
"16",-3.48876505995577e-06,3.17777515412843e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.48899720847839e-06,NA
"17",-3.48753928847145e-06,3.16573034453427e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.48714320352883e-06,NA
"18",-3.4852148473874e-06,3.18957238398809e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.48527510141139e-06,NA
"19",-3.48334469890688e-06,3.18148751787817e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.48338926414726e-06,NA
"20",-3.48145408679557e-06,3.18528248222094e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.48149137607834e-06,NA
"21",-3.47955119650578e-06,3.1569853398139e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.47958348356769e-06,NA
"22",-3.47770082953502e-06,3.13091574888347e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.47766149388917e-06,NA
"23",-3.47575473824691e-06,3.12679082625777e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.47571881320619e-06,NA
"24",-3.47387026522483e-06,3.12423331649825e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.47375271303463e-06,NA
"25",-3.47161403624341e-06,3.14296055847763e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.47176819559536e-06,NA
"26",-3.46986303156882e-06,3.11012593456894e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.46977458320907e-06,NA
"27",-3.46791375704925e-06,3.12423331649825e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.46778188031749e-06,NA
"28",-3.46562956110574e-06,3.09882364213365e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.46580418408848e-06,NA
"29",-3.46382580573845e-06,3.143455495902e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.46385945704242e-06,NA
"30",-3.46171532328299e-06,3.14329051676054e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.46195542988426e-06,NA
"31",-3.46018418895255e-06,3.14139314561146e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.46008118867758e-06,NA
"32",-3.4584393233672e-06,3.11260106578004e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.45821331393381e-06,NA
"33",-3.45640478371934e-06,3.14568304737861e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.4563347526273e-06,NA
"34",-3.45414082403295e-06,3.13710324384431e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.45444618687907e-06,NA
"35",-3.45258968081907e-06,3.14964299086284e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.45255102729425e-06,NA
"36",-3.45083094543952e-06,3.1475806405723e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.45064154316788e-06,NA
"37",-3.44867385138059e-06,3.15830539499018e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.44870750268456e-06,NA
"38",-3.44711497746175e-06,3.14362047504346e-09,5.8090778715103e-11,51.0149917602539,52.5860595703125,1760045.25,-3.44675299857045e-06,NA
